image_id,xmin,ymin,xmax,ymax,yolo_bbox,label
WANAGAMA_124.jpg,86,448,163,521,"[86, 448, 77, 73]",tree
WANAGAMA_124.jpg,374,167,440,234,"[374, 167, 66, 67]",tree
WANAGAMA_124.jpg,190,225,270,296,"[190, 225, 80, 71]",tree
WANAGAMA_124.jpg,440,48,500,103,"[440, 48, 60, 55]",tree
WANAGAMA_124.jpg,466,175,501,218,"[466, 175, 35, 43]",tree
WANAGAMA_124.jpg,544,185,586,220,"[544, 185, 42, 35]",tree
WANAGAMA_124.jpg,829,318,874,363,"[829, 318, 45, 45]",tree
WANAGAMA_124.jpg,816,391,852,438,"[816, 391, 36, 47]",tree
WANAGAMA_124.jpg,866,368,905,415,"[866, 368, 39, 47]",tree
WANAGAMA_124.jpg,921,401,972,463,"[921, 401, 51, 62]",tree
WANAGAMA_124.jpg,816,490,851,528,"[816, 490, 35, 38]",tree
WANAGAMA_124.jpg,699,593,749,636,"[699, 593, 50, 43]",tree
WANAGAMA_124.jpg,675,818,716,861,"[675, 818, 41, 43]",tree
WANAGAMA_124.jpg,780,845,836,905,"[780, 845, 56, 60]",tree
WANAGAMA_124.jpg,928,857,970,902,"[928, 857, 42, 45]",tree
WANAGAMA_124.jpg,742,726,797,776,"[742, 726, 55, 50]",tree
WANAGAMA_124.jpg,510,446,556,489,"[510, 446, 46, 43]",tree
WANAGAMA_124.jpg,199,470,247,517,"[199, 470, 48, 47]",tree
WANAGAMA_124.jpg,177,436,213,472,"[177, 436, 36, 36]",tree
WANAGAMA_124.jpg,251,362,302,417,"[251, 362, 51, 55]",tree
WANAGAMA_124.jpg,314,461,355,505,"[314, 461, 41, 44]",tree
WANAGAMA_124.jpg,334,595,383,646,"[334, 595, 49, 51]",tree
WANAGAMA_124.jpg,448,720,493,766,"[448, 720, 45, 46]",tree
WANAGAMA_124.jpg,600,550,653,602,"[600, 550, 53, 52]",tree
WANAGAMA_124.jpg,186,638,237,685,"[186, 638, 51, 47]",tree
WANAGAMA_124.jpg,431,423,491,491,"[431, 423, 60, 68]",tree
WANAGAMA_124.jpg,451,316,512,378,"[451, 316, 61, 62]",tree
WANAGAMA_124.jpg,663,84,704,124,"[663, 84, 41, 40]",tree
WANAGAMA_124.jpg,278,825,338,897,"[278, 825, 60, 72]",tree
WANAGAMA_124.jpg,505,536,552,588,"[505, 536, 47, 52]",tree
WANAGAMA_124.jpg,287,717,343,775,"[287, 717, 56, 58]",tree
WANAGAMA_125.jpg,911,773,982,851,"[911, 773, 71, 78]",tree
WANAGAMA_125.jpg,567,88,654,173,"[567, 88, 87, 85]",tree
WANAGAMA_125.jpg,920,350,969,400,"[920, 350, 49, 50]",tree
WANAGAMA_125.jpg,685,370,724,402,"[685, 370, 39, 32]",tree
WANAGAMA_125.jpg,872,607,924,661,"[872, 607, 52, 54]",tree
WANAGAMA_125.jpg,833,41,879,89,"[833, 41, 46, 48]",tree
WANAGAMA_125.jpg,706,101,747,141,"[706, 101, 41, 40]",tree
WANAGAMA_125.jpg,830,210,891,272,"[830, 210, 61, 62]",tree
WANAGAMA_125.jpg,747,218,794,264,"[747, 218, 47, 46]",tree
WANAGAMA_125.jpg,769,392,813,442,"[769, 392, 44, 50]",tree
WANAGAMA_125.jpg,276,319,343,396,"[276, 319, 67, 77]",tree
WANAGAMA_125.jpg,252,545,280,576,"[252, 545, 28, 31]",tree
WANAGAMA_125.jpg,196,144,231,173,"[196, 144, 35, 29]",tree
WANAGAMA_125.jpg,442,213,489,263,"[442, 213, 47, 50]",tree
WANAGAMA_125.jpg,104,721,142,768,"[104, 721, 38, 47]",tree
WANAGAMA_125.jpg,280,219,337,273,"[280, 219, 57, 54]",tree
WANAGAMA_125.jpg,446,451,494,486,"[446, 451, 48, 35]",tree
WANAGAMA_125.jpg,680,703,724,746,"[680, 703, 44, 43]",tree
WANAGAMA_125.jpg,674,308,721,360,"[674, 308, 47, 52]",tree
WANAGAMA_125.jpg,513,207,572,270,"[513, 207, 59, 63]",tree
WANAGAMA_126.jpg,910,277,979,344,"[910, 277, 69, 67]",tree
WANAGAMA_126.jpg,847,557,898,610,"[847, 557, 51, 53]",tree
WANAGAMA_126.jpg,369,576,451,646,"[369, 576, 82, 70]",tree
WANAGAMA_126.jpg,540,911,581,957,"[540, 911, 41, 46]",tree
WANAGAMA_126.jpg,99,223,154,265,"[99, 223, 55, 42]",tree
WANAGAMA_126.jpg,133,855,176,897,"[133, 855, 43, 42]",tree
WANAGAMA_126.jpg,706,817,759,872,"[706, 817, 53, 55]",tree
WANAGAMA_126.jpg,680,550,733,612,"[680, 550, 53, 62]",tree
WANAGAMA_126.jpg,67,701,105,743,"[67, 701, 38, 42]",tree
WANAGAMA_126.jpg,561,760,593,799,"[561, 760, 32, 39]",tree
WANAGAMA_126.jpg,527,241,561,274,"[527, 241, 34, 33]",tree
WANAGAMA_126.jpg,676,210,716,251,"[676, 210, 40, 41]",tree
WANAGAMA_126.jpg,187,131,226,165,"[187, 131, 39, 34]",tree
WANAGAMA_126.jpg,111,175,147,217,"[111, 175, 36, 42]",tree
WANAGAMA_126.jpg,298,604,344,657,"[298, 604, 46, 53]",tree
WANAGAMA_126.jpg,174,603,220,649,"[174, 603, 46, 46]",tree
WANAGAMA_126.jpg,175,463,205,497,"[175, 463, 30, 34]",tree
WANAGAMA_126.jpg,269,306,313,351,"[269, 306, 44, 45]",tree
WANAGAMA_126.jpg,260,264,298,295,"[260, 264, 38, 31]",tree
WANAGAMA_126.jpg,831,119,866,157,"[831, 119, 35, 38]",tree
WANAGAMA_126.jpg,639,313,675,366,"[639, 313, 36, 53]",tree
WANAGAMA_127.jpg,707,320,757,368,"[707, 320, 50, 48]",tree
WANAGAMA_127.jpg,843,54,899,109,"[843, 54, 56, 55]",tree
WANAGAMA_127.jpg,732,923,777,960,"[732, 923, 45, 37]",tree
WANAGAMA_127.jpg,510,773,573,829,"[510, 773, 63, 56]",tree
WANAGAMA_127.jpg,701,790,751,844,"[701, 790, 50, 54]",tree
WANAGAMA_127.jpg,278,636,329,687,"[278, 636, 51, 51]",tree
WANAGAMA_127.jpg,464,279,523,335,"[464, 279, 59, 56]",tree
WANAGAMA_127.jpg,254,912,297,971,"[254, 912, 43, 59]",tree
WANAGAMA_127.jpg,18,832,68,891,"[18, 832, 50, 59]",tree
WANAGAMA_127.jpg,165,107,221,161,"[165, 107, 56, 54]",tree
WANAGAMA_127.jpg,681,46,735,102,"[681, 46, 54, 56]",tree
WANAGAMA_127.jpg,375,74,439,148,"[375, 74, 64, 74]",tree
WANAGAMA_127.jpg,379,157,434,209,"[379, 157, 55, 52]",tree
WANAGAMA_127.jpg,105,264,148,312,"[105, 264, 43, 48]",tree
WANAGAMA_127.jpg,132,352,172,401,"[132, 352, 40, 49]",tree
WANAGAMA_127.jpg,292,143,346,204,"[292, 143, 54, 61]",tree
WANAGAMA_127.jpg,631,239,670,282,"[631, 239, 39, 43]",tree
WANAGAMA_127.jpg,806,544,857,595,"[806, 544, 51, 51]",tree
WANAGAMA_127.jpg,334,776,383,830,"[334, 776, 49, 54]",tree
WANAGAMA_127.jpg,331,843,396,897,"[331, 843, 65, 54]",tree
WANAGAMA_127.jpg,425,904,497,997,"[425, 904, 72, 93]",tree
WANAGAMA_127.jpg,49,721,98,769,"[49, 721, 49, 48]",tree
WANAGAMA_127.jpg,127,437,192,499,"[127, 437, 65, 62]",tree
WANAGAMA_127.jpg,535,404,572,449,"[535, 404, 37, 45]",tree
WANAGAMA_127.jpg,330,526,372,572,"[330, 526, 42, 46]",tree
WANAGAMA_127.jpg,342,587,378,625,"[342, 587, 36, 38]",tree
WANAGAMA_127.jpg,428,736,470,781,"[428, 736, 42, 45]",tree
WANAGAMA_127.jpg,394,727,429,768,"[394, 727, 35, 41]",tree
WANAGAMA_127.jpg,349,718,385,758,"[349, 718, 36, 40]",tree
WANAGAMA_127.jpg,169,603,223,648,"[169, 603, 54, 45]",tree
WANAGAMA_127.jpg,116,629,158,673,"[116, 629, 42, 44]",tree
WANAGAMA_127.jpg,513,606,558,654,"[513, 606, 45, 48]",tree
WANAGAMA_127.jpg,681,700,751,764,"[681, 700, 70, 64]",tree
WANAGAMA_127.jpg,587,578,626,618,"[587, 578, 39, 40]",tree
WANAGAMA_127.jpg,696,616,729,660,"[696, 616, 33, 44]",tree
WANAGAMA_128.jpg,316,661,416,767,"[316, 661, 100, 106]",tree
WANAGAMA_128.jpg,723,417,775,470,"[723, 417, 52, 53]",tree
WANAGAMA_128.jpg,936,496,980,538,"[936, 496, 44, 42]",tree
WANAGAMA_128.jpg,952,561,1000,613,"[952, 561, 48, 52]",tree
WANAGAMA_128.jpg,843,521,916,596,"[843, 521, 73, 75]",tree
WANAGAMA_128.jpg,601,921,671,987,"[601, 921, 70, 66]",tree
WANAGAMA_128.jpg,255,417,303,465,"[255, 417, 48, 48]",tree
WANAGAMA_128.jpg,98,543,164,599,"[98, 543, 66, 56]",tree
WANAGAMA_128.jpg,508,273,577,329,"[508, 273, 69, 56]",tree
WANAGAMA_128.jpg,232,878,268,913,"[232, 878, 36, 35]",tree
WANAGAMA_128.jpg,487,160,546,218,"[487, 160, 59, 58]",tree
WANAGAMA_128.jpg,518,112,551,149,"[518, 112, 33, 37]",tree
WANAGAMA_128.jpg,704,290,753,346,"[704, 290, 49, 56]",tree
WANAGAMA_128.jpg,846,636,904,699,"[846, 636, 58, 63]",tree
WANAGAMA_128.jpg,120,887,164,938,"[120, 887, 44, 51]",tree
WANAGAMA_128.jpg,232,767,282,816,"[232, 767, 50, 49]",tree
WANAGAMA_128.jpg,211,260,254,296,"[211, 260, 43, 36]",tree
WANAGAMA_128.jpg,92,378,134,435,"[92, 378, 42, 57]",tree
WANAGAMA_128.jpg,20,332,65,389,"[20, 332, 45, 57]",tree
WANAGAMA_128.jpg,325,35,401,81,"[325, 35, 76, 46]",tree
WANAGAMA_128.jpg,398,161,463,211,"[398, 161, 65, 50]",tree
WANAGAMA_128.jpg,601,77,661,135,"[601, 77, 60, 58]",tree
WANAGAMA_128.jpg,681,195,756,256,"[681, 195, 75, 61]",tree
WANAGAMA_128.jpg,446,739,491,797,"[446, 739, 45, 58]",tree
WANAGAMA_128.jpg,292,912,341,955,"[292, 912, 49, 43]",tree
WANAGAMA_128.jpg,266,484,316,527,"[266, 484, 50, 43]",tree
WANAGAMA_128.jpg,326,286,374,335,"[326, 286, 48, 49]",tree
WANAGAMA_128.jpg,321,335,399,391,"[321, 335, 78, 56]",tree
WANAGAMA_128.jpg,237,319,307,383,"[237, 319, 70, 64]",tree
WANAGAMA_128.jpg,124,20,175,77,"[124, 20, 51, 57]",tree
WANAGAMA_128.jpg,264,132,325,184,"[264, 132, 61, 52]",tree
WANAGAMA_128.jpg,419,67,471,123,"[419, 67, 52, 56]",tree
WANAGAMA_128.jpg,502,4,548,49,"[502, 4, 46, 45]",tree
WANAGAMA_128.jpg,804,41,867,99,"[804, 41, 63, 58]",tree
WANAGAMA_128.jpg,829,364,871,412,"[829, 364, 42, 48]",tree
WANAGAMA_128.jpg,433,410,509,483,"[433, 410, 76, 73]",tree
WANAGAMA_128.jpg,543,569,579,609,"[543, 569, 36, 40]",tree
WANAGAMA_128.jpg,886,244,924,292,"[886, 244, 38, 48]",tree
WANAGAMA_128.jpg,847,892,905,956,"[847, 892, 58, 64]",tree
WANAGAMA_128.jpg,634,507,679,559,"[634, 507, 45, 52]",tree
WANAGAMA_128.jpg,760,553,810,612,"[760, 553, 50, 59]",tree
WANAGAMA_128.jpg,934,693,981,755,"[934, 693, 47, 62]",tree
WANAGAMA_128.jpg,963,627,1000,689,"[963, 627, 37, 62]",tree
WANAGAMA_128.jpg,357,562,401,606,"[357, 562, 44, 44]",tree
WANAGAMA_129.jpg,315,164,422,274,"[315, 164, 107, 110]",tree
WANAGAMA_129.jpg,594,423,669,488,"[594, 423, 75, 65]",tree
WANAGAMA_129.jpg,933,542,982,600,"[933, 542, 49, 58]",tree
WANAGAMA_129.jpg,928,198,983,252,"[928, 198, 55, 54]",tree
WANAGAMA_129.jpg,848,17,922,96,"[848, 17, 74, 79]",tree
WANAGAMA_129.jpg,932,30,967,66,"[932, 30, 35, 36]",tree
WANAGAMA_129.jpg,65,512,128,566,"[65, 512, 63, 54]",tree
WANAGAMA_129.jpg,45,234,105,289,"[45, 234, 60, 55]",tree
WANAGAMA_129.jpg,448,775,492,829,"[448, 775, 44, 54]",tree
WANAGAMA_129.jpg,369,843,432,901,"[369, 843, 63, 58]",tree
WANAGAMA_129.jpg,643,632,703,688,"[643, 632, 60, 56]",tree
WANAGAMA_129.jpg,116,390,161,435,"[116, 390, 45, 45]",tree
WANAGAMA_129.jpg,86,452,139,503,"[86, 452, 53, 51]",tree
WANAGAMA_129.jpg,847,440,904,492,"[847, 440, 57, 52]",tree
WANAGAMA_129.jpg,110,36,166,92,"[110, 36, 56, 56]",tree
WANAGAMA_129.jpg,287,344,346,404,"[287, 344, 59, 60]",tree
WANAGAMA_129.jpg,262,685,307,732,"[262, 685, 45, 47]",tree
WANAGAMA_129.jpg,137,543,192,577,"[137, 543, 55, 34]",tree
WANAGAMA_129.jpg,140,489,172,536,"[140, 489, 32, 47]",tree
WANAGAMA_129.jpg,118,876,186,943,"[118, 876, 68, 67]",tree
WANAGAMA_129.jpg,506,752,552,795,"[506, 752, 46, 43]",tree
WANAGAMA_129.jpg,378,702,413,736,"[378, 702, 35, 34]",tree
WANAGAMA_129.jpg,721,927,768,983,"[721, 927, 47, 56]",tree
WANAGAMA_129.jpg,229,268,282,312,"[229, 268, 53, 44]",tree
WANAGAMA_129.jpg,844,193,871,230,"[844, 193, 27, 37]",tree
WANAGAMA_129.jpg,675,177,712,215,"[675, 177, 37, 38]",tree
WANAGAMA_129.jpg,461,346,503,385,"[461, 346, 42, 39]",tree
WANAGAMA_129.jpg,406,65,438,101,"[406, 65, 32, 36]",tree
WANAGAMA_129.jpg,383,275,423,327,"[383, 275, 40, 52]",tree
WANAGAMA_129.jpg,792,4,842,58,"[792, 4, 50, 54]",tree
WANAGAMA_129.jpg,442,236,491,284,"[442, 236, 49, 48]",tree
WANAGAMA_129.jpg,88,718,132,770,"[88, 718, 44, 52]",tree
WANAGAMA_129.jpg,211,785,248,823,"[211, 785, 37, 38]",tree
WANAGAMA_129.jpg,201,929,237,969,"[201, 929, 36, 40]",tree
WANAGAMA_129.jpg,293,488,340,544,"[293, 488, 47, 56]",tree
WANAGAMA_129.jpg,328,537,388,589,"[328, 537, 60, 52]",tree
WANAGAMA_129.jpg,518,382,571,429,"[518, 382, 53, 47]",tree
WANAGAMA_129.jpg,522,317,575,375,"[522, 317, 53, 58]",tree
WANAGAMA_129.jpg,528,517,582,572,"[528, 517, 54, 55]",tree
WANAGAMA_129.jpg,462,450,511,506,"[462, 450, 49, 56]",tree
WANAGAMA_129.jpg,853,386,902,439,"[853, 386, 49, 53]",tree
WANAGAMA_130.jpg,603,628,651,676,"[603, 628, 48, 48]",tree
WANAGAMA_130.jpg,447,281,486,323,"[447, 281, 39, 42]",tree
WANAGAMA_130.jpg,79,62,133,111,"[79, 62, 54, 49]",tree
WANAGAMA_130.jpg,870,695,915,742,"[870, 695, 45, 47]",tree
WANAGAMA_130.jpg,325,834,382,884,"[325, 834, 57, 50]",tree
WANAGAMA_130.jpg,89,819,142,872,"[89, 819, 53, 53]",tree
WANAGAMA_130.jpg,408,563,473,625,"[408, 563, 65, 62]",tree
WANAGAMA_130.jpg,408,504,463,552,"[408, 504, 55, 48]",tree
WANAGAMA_130.jpg,544,546,602,603,"[544, 546, 58, 57]",tree
WANAGAMA_130.jpg,744,575,797,628,"[744, 575, 53, 53]",tree
WANAGAMA_130.jpg,911,484,970,543,"[911, 484, 59, 59]",tree
WANAGAMA_130.jpg,115,378,176,436,"[115, 378, 61, 58]",tree
WANAGAMA_130.jpg,409,754,464,807,"[409, 754, 55, 53]",tree
WANAGAMA_130.jpg,592,722,667,798,"[592, 722, 75, 76]",tree
WANAGAMA_130.jpg,896,630,954,689,"[896, 630, 58, 59]",tree
WANAGAMA_130.jpg,513,249,547,289,"[513, 249, 34, 40]",tree
WANAGAMA_130.jpg,183,175,230,230,"[183, 175, 47, 55]",tree
WANAGAMA_130.jpg,192,425,243,481,"[192, 425, 51, 56]",tree
WANAGAMA_130.jpg,375,348,433,417,"[375, 348, 58, 69]",tree
WANAGAMA_130.jpg,203,557,247,600,"[203, 557, 44, 43]",tree
WANAGAMA_130.jpg,522,99,568,148,"[522, 99, 46, 49]",tree
WANAGAMA_130.jpg,931,44,983,97,"[931, 44, 52, 53]",tree
WANAGAMA_130.jpg,860,67,908,105,"[860, 67, 48, 38]",tree
WANAGAMA_130.jpg,690,508,735,556,"[690, 508, 45, 48]",tree
WANAGAMA_130.jpg,6,333,45,384,"[6, 333, 39, 51]",tree
WANAGAMA_130.jpg,64,8,124,60,"[64, 8, 60, 52]",tree
WANAGAMA_130.jpg,91,213,140,268,"[91, 213, 49, 55]",tree
WANAGAMA_130.jpg,276,682,327,721,"[276, 682, 51, 39]",tree
WANAGAMA_130.jpg,260,713,338,792,"[260, 713, 78, 79]",tree
WANAGAMA_130.jpg,444,874,492,936,"[444, 874, 48, 62]",tree
WANAGAMA_130.jpg,115,864,166,905,"[115, 864, 51, 41]",tree
WANAGAMA_130.jpg,127,759,188,821,"[127, 759, 61, 62]",tree
WANAGAMA_130.jpg,397,672,453,732,"[397, 672, 56, 60]",tree
WANAGAMA_130.jpg,654,126,698,182,"[654, 126, 44, 56]",tree
WANAGAMA_130.jpg,687,930,741,987,"[687, 930, 54, 57]",tree
WANAGAMA_131.jpg,333,334,380,382,"[333, 334, 47, 48]",tree
WANAGAMA_131.jpg,688,485,753,535,"[688, 485, 65, 50]",tree
WANAGAMA_131.jpg,525,552,569,601,"[525, 552, 44, 49]",tree
WANAGAMA_131.jpg,719,696,776,756,"[719, 696, 57, 60]",tree
WANAGAMA_131.jpg,232,770,281,813,"[232, 770, 49, 43]",tree
WANAGAMA_131.jpg,88,324,141,372,"[88, 324, 53, 48]",tree
WANAGAMA_131.jpg,589,223,667,295,"[589, 223, 78, 72]",tree
WANAGAMA_131.jpg,749,72,802,118,"[749, 72, 53, 46]",tree
WANAGAMA_131.jpg,875,124,945,192,"[875, 124, 70, 68]",tree
WANAGAMA_131.jpg,593,835,655,890,"[593, 835, 62, 55]",tree
WANAGAMA_131.jpg,831,754,901,801,"[831, 754, 70, 47]",tree
WANAGAMA_131.jpg,93,112,136,154,"[93, 112, 43, 42]",tree
WANAGAMA_131.jpg,107,430,153,481,"[107, 430, 46, 51]",tree
WANAGAMA_131.jpg,111,585,153,630,"[111, 585, 42, 45]",tree
WANAGAMA_131.jpg,214,660,243,692,"[214, 660, 29, 32]",tree
WANAGAMA_131.jpg,328,555,360,585,"[328, 555, 32, 30]",tree
WANAGAMA_131.jpg,337,689,362,720,"[337, 689, 25, 31]",tree
WANAGAMA_131.jpg,393,797,415,821,"[393, 797, 22, 24]",tree
WANAGAMA_131.jpg,454,936,486,966,"[454, 936, 32, 30]",tree
WANAGAMA_131.jpg,390,945,428,979,"[390, 945, 38, 34]",tree
WANAGAMA_131.jpg,307,818,349,857,"[307, 818, 42, 39]",tree
WANAGAMA_131.jpg,153,809,189,840,"[153, 809, 36, 31]",tree
WANAGAMA_131.jpg,246,873,301,929,"[246, 873, 55, 56]",tree
WANAGAMA_131.jpg,64,754,102,802,"[64, 754, 38, 48]",tree
WANAGAMA_131.jpg,261,706,313,763,"[261, 706, 52, 57]",tree
WANAGAMA_131.jpg,312,600,353,637,"[312, 600, 41, 37]",tree
WANAGAMA_131.jpg,759,437,822,513,"[759, 437, 63, 76]",tree
WANAGAMA_131.jpg,811,641,853,703,"[811, 641, 42, 62]",tree
WANAGAMA_131.jpg,879,556,913,598,"[879, 556, 34, 42]",tree
WANAGAMA_131.jpg,751,296,788,331,"[751, 296, 37, 35]",tree
WANAGAMA_131.jpg,764,344,801,376,"[764, 344, 37, 32]",tree
WANAGAMA_131.jpg,544,355,601,419,"[544, 355, 57, 64]",tree
WANAGAMA_131.jpg,565,319,601,359,"[565, 319, 36, 40]",tree
WANAGAMA_131.jpg,415,256,465,310,"[415, 256, 50, 54]",tree
WANAGAMA_131.jpg,380,321,438,385,"[380, 321, 58, 64]",tree
WANAGAMA_131.jpg,348,236,391,273,"[348, 236, 43, 37]",tree
WANAGAMA_131.jpg,283,171,330,221,"[283, 171, 47, 50]",tree
WANAGAMA_131.jpg,298,369,356,428,"[298, 369, 58, 59]",tree
WANAGAMA_131.jpg,206,512,253,574,"[206, 512, 47, 62]",tree
WANAGAMA_131.jpg,166,477,212,536,"[166, 477, 46, 59]",tree
WANAGAMA_131.jpg,549,478,616,533,"[549, 478, 67, 55]",tree
WANAGAMA_131.jpg,571,661,604,694,"[571, 661, 33, 33]",tree
WANAGAMA_131.jpg,601,104,657,181,"[601, 104, 56, 77]",tree
WANAGAMA_131.jpg,544,54,610,109,"[544, 54, 66, 55]",tree
WANAGAMA_131.jpg,200,60,245,107,"[200, 60, 45, 47]",tree
WANAGAMA_131.jpg,466,136,503,174,"[466, 136, 37, 38]",tree
WANAGAMA_134.jpg,279,667,364,737,"[279, 667, 85, 70]",tree
WANAGAMA_134.jpg,268,385,308,428,"[268, 385, 40, 43]",tree
WANAGAMA_134.jpg,696,877,813,993,"[696, 877, 117, 116]",tree
WANAGAMA_134.jpg,729,268,777,311,"[729, 268, 48, 43]",tree
WANAGAMA_134.jpg,253,116,311,165,"[253, 116, 58, 49]",tree
WANAGAMA_134.jpg,193,591,260,657,"[193, 591, 67, 66]",tree
WANAGAMA_134.jpg,393,283,446,334,"[393, 283, 53, 51]",tree
WANAGAMA_134.jpg,941,125,997,181,"[941, 125, 56, 56]",tree
WANAGAMA_134.jpg,606,860,648,899,"[606, 860, 42, 39]",tree
WANAGAMA_134.jpg,816,864,869,923,"[816, 864, 53, 59]",tree
WANAGAMA_134.jpg,180,777,231,830,"[180, 777, 51, 53]",tree
WANAGAMA_134.jpg,101,729,141,773,"[101, 729, 40, 44]",tree
WANAGAMA_134.jpg,520,104,562,144,"[520, 104, 42, 40]",tree
WANAGAMA_134.jpg,100,400,151,455,"[100, 400, 51, 55]",tree
WANAGAMA_134.jpg,28,317,75,365,"[28, 317, 47, 48]",tree
WANAGAMA_134.jpg,912,881,973,946,"[912, 881, 61, 65]",tree
WANAGAMA_134.jpg,5,638,48,687,"[5, 638, 43, 49]",tree
WANAGAMA_134.jpg,54,518,112,577,"[54, 518, 58, 59]",tree
WANAGAMA_134.jpg,53,199,104,251,"[53, 199, 51, 52]",tree
WANAGAMA_134.jpg,52,138,106,200,"[52, 138, 54, 62]",tree
WANAGAMA_134.jpg,274,175,324,226,"[274, 175, 50, 51]",tree
WANAGAMA_135.jpg,385,641,454,715,"[385, 641, 69, 74]",tree
WANAGAMA_135.jpg,501,528,555,571,"[501, 528, 54, 43]",tree
WANAGAMA_135.jpg,424,556,475,602,"[424, 556, 51, 46]",tree
WANAGAMA_135.jpg,601,360,669,415,"[601, 360, 68, 55]",tree
WANAGAMA_135.jpg,696,476,747,529,"[696, 476, 51, 53]",tree
WANAGAMA_135.jpg,910,382,977,439,"[910, 382, 67, 57]",tree
WANAGAMA_135.jpg,287,161,346,235,"[287, 161, 59, 74]",tree
WANAGAMA_135.jpg,857,672,919,742,"[857, 672, 62, 70]",tree
WANAGAMA_135.jpg,925,795,979,860,"[925, 795, 54, 65]",tree
WANAGAMA_135.jpg,383,858,445,908,"[383, 858, 62, 50]",tree
WANAGAMA_135.jpg,590,900,649,956,"[590, 900, 59, 56]",tree
WANAGAMA_135.jpg,604,810,664,871,"[604, 810, 60, 61]",tree
WANAGAMA_135.jpg,516,600,567,652,"[516, 600, 51, 52]",tree
WANAGAMA_135.jpg,708,372,809,495,"[708, 372, 101, 123]",tree
WANAGAMA_135.jpg,424,722,543,813,"[424, 722, 119, 91]",tree
WANAGAMA_135.jpg,467,831,525,898,"[467, 831, 58, 67]",tree
WANAGAMA_135.jpg,471,912,515,969,"[471, 912, 44, 57]",tree
WANAGAMA_135.jpg,670,888,733,954,"[670, 888, 63, 66]",tree
WANAGAMA_135.jpg,124,881,163,936,"[124, 881, 39, 55]",tree
WANAGAMA_135.jpg,122,386,166,437,"[122, 386, 44, 51]",tree
WANAGAMA_135.jpg,92,231,144,275,"[92, 231, 52, 44]",tree
WANAGAMA_135.jpg,624,491,674,559,"[624, 491, 50, 68]",tree
WANAGAMA_135.jpg,808,634,860,675,"[808, 634, 52, 41]",tree
WANAGAMA_135.jpg,720,826,766,876,"[720, 826, 46, 50]",tree
WANAGAMA_135.jpg,225,621,299,703,"[225, 621, 74, 82]",tree
WANAGAMA_135.jpg,287,769,333,821,"[287, 769, 46, 52]",tree
WANAGAMA_135.jpg,321,537,389,599,"[321, 537, 68, 62]",tree
WANAGAMA_135.jpg,374,505,422,562,"[374, 505, 48, 57]",tree
WANAGAMA_135.jpg,822,363,862,419,"[822, 363, 40, 56]",tree
WANAGAMA_135.jpg,791,519,836,566,"[791, 519, 45, 47]",tree
WANAGAMA_135.jpg,743,752,799,805,"[743, 752, 56, 53]",tree
WANAGAMA_136.jpg,373,533,443,597,"[373, 533, 70, 64]",tree
